YEAR,STATE,STATE_ABV,TOTAL_BALLOTS_COUNTED,VOTE_FOR_HIGHEST_OFFICE,VAP,NONCITIZEN_PCT,INELIGIBLE_PRISON,INELIGIBLE_PROBATION,INELIGIBLE_PAROLE,INELIGIBLE_FELONS_TOTAL,VEP,VEP_TURNOUT_RATE,VAP_TURNOUT_RATE
1994,Mississippi,MS,621096,608085,1935054,0.01,"10,930","9,042","1,519","16,970","1,904,539",0.33,0.32
1994,Missouri,MO,,1775116,3958762,0.01,"17,898","36,295","12,592","48,638","3,858,660",,
1994,Montana,MT,359455,350387,629335,0.01,"1,764",0,0,"1,764","622,536",0.58,0.57
1994,Nebraska,NE,593654,579561,1201826,0.02,"2,711","18,639",771,"12,802","1,164,987",0.51,0.49
1994,Nevada,NV,386582,380530,1143487,0.08,"6,993","9,410","3,529","15,227","1,032,207",0.37,0.34
1994,New Hampshire,NH,319443,311882,851104,0.02,"2,021",0,0,"2,021","829,508",0.39,0.38
1994,New Jersey,NJ,2131328,2054887,6059401,0.09,"24,632","125,299","41,802","129,084","5,391,030",0.40,0.35
1994,New Mexico,NM,485709,467621,1195183,0.05,"3,712","8,063","1,078","8,822","1,127,797",0.43,0.41
1994,New York,NY,5325323,5203762,13861352,0.11,"66,750",0,"53,832","120,582","12,188,299",0.44,0.38
1994,North Carolina,NC,,1588190,5477604,0.03,"23,648","90,418","20,159","89,016","5,246,170",,
1994,North Dakota,ND,240430,236547,473993,0.01,563,0,0,563,"469,164",0.51,0.51
1994,Ohio,OH,3540954,3436884,8292312,0.01,"43,074",0,0,"43,074","8,133,146",0.44,0.43
1994,Oklahoma,OK,1002363,995012,2410272,0.02,"16,631","28,285","2,604","33,378","2,328,689",0.43,0.42
1994,Oregon,OR,1254265,1221010,2344505,0.05,"6,936",0,0,"6,936","2,229,722",0.56,0.54
1994,Pennsylvania,PA,,3585526,9241090,0.02,"28,302",0,0,"28,302","9,046,448",,
1994,Rhode Island,RI,,361377,776723,0.06,"2,919","18,179",525,"12,534","716,032",,
1994,South Carolina,SC,951901,934886,2747987,0.01,"18,999","40,005","6,077","45,079","2,664,436",0.36,0.35
1994,South Dakota,SD,318090,311613,524910,0.01,"1,708",0,0,"1,708","519,003",0.61,0.61
1994,Tennessee,TN,,1487130,3945407,0.01,"14,401","34,896","9,353","41,202","3,848,969",,
1994,Texas,TX,,4396242,13334014,0.09,"118,195","396,276","108,563","424,896","11,722,391",,
1994,Utah,UT,532737,517790,1302522,0.04,0,0,0,0,"1,249,119",0.43,0.41
1994,Vermont,VT,216715,211449,434549,0.02,0,0,0,0,"427,162",0.51,0.50
1994,Virginia,VA,,2057463,4983515,0.04,"26,968","24,089","9,649","48,662","4,720,562",,
1994,Washington,WA,1733471,1700173,3994036,0.05,"10,833","110,279","1,650","67,623","3,714,729",0.47,0.43
1994,West Virginia,WV,439551,420936,1392499,0.01,"1,930","5,992","1,380","6,306","1,379,231",0.32,0.32
1994,Wisconsin,WI,,1565628,3801543,0.02,"10,022","45,901","7,065","40,038","3,693,077",,
1994,Wyoming,WY,204025,201710,344492,0.01,"1,217","3,367",313,"3,214","337,144",0.61,0.59
1992,Alabama,AL,,1688060,3096959,0.01,"17,453","31,188","6,934","39,981","3,029,105",,
1992,Alaska,AK,261427,258506,406653,0.03,"2,865","3,014",710,"5,082","389,778",0.67,0.64
1992,Arizona,AZ,1516276,1486975,2897181,0.07,"16,477","34,647","3,588","37,389","2,671,475",0.57,0.52
1992,Arkansas,AR,,950653,1789420,0.01,"8,285","16,448","3,460","19,969","1,751,557",,
1992,California,CA,11374565,11131721,22573381,0.17,"109,496",0,"87,725","197,221","18,470,965",0.62,0.50
1992,Colorado,CO,1597166,1569180,2602217,0.04,"8,997",0,"2,634","11,631","2,494,304",0.64,0.61
1992,Connecticut,CT,1645609,1616332,2521774,0.05,"11,403","48,567",483,"36,170","2,356,994",0.70,0.65
1992,Delaware,DE,290836,289735,523661,0.02,"4,062","14,887","1,120","12,626","499,514",0.58,0.56
1992,District of Columbia,DC,231445,227572,477564,0.08,"10,845",0,0,"10,845","427,081",0.54,0.48
1992,Florida,FL,5438612,5314392,10591116,0.09,"48,302","200,471","14,021","162,559","9,507,130",0.57,0.51
1992,Georgia,GA,,2311253,5037354,0.03,"25,290","153,154","23,020","124,887","4,766,384",,
1992,Hawaii,HI,382882,372842,866114,0.08,"2,926",0,0,"2,926","794,765",0.48,0.44
1992,Idaho,ID,491725,482142,756119,0.03,"2,256",0,0,"2,256","734,960",0.67,0.65
1992,Illinois,IL,5164357,5050157,8688184,0.06,"31,640",0,0,"31,640","8,117,877",0.64,0.59
1992,Indiana,IN,2347912,2305871,4230602,0.01,"13,945",0,0,"13,945","4,161,659",0.56,0.56
1992,Iowa,IA,1360856,1354607,2098809,0.01,"4,518","14,084","2,065","13,625","2,057,899",0.66,0.65
1992,Kansas,KS,1161044,1157335,1857444,0.02,"6,028",0,0,"6,028","1,810,552",0.64,0.63
1992,Kentucky,KY,,1492900,2814763,0.01,"10,364","10,750","3,684","19,423","2,772,822",,
1992,Louisiana,LA,1799596,1790017,3063068,0.02,"20,980",0,0,"20,980","2,996,142",0.60,0.59
1992,Maine,ME,,679499,928998,0.02,0,0,0,0,"915,063",,
1992,Maryland,MD,1999486,1985046,3695298,0.05,"19,977","82,948","13,058","74,509","3,439,719",0.58,0.54
1992,Massachusetts,MA,2822962,2773700,4640629,0.06,0,0,0,0,"4,348,269",0.65,0.61
1992,Michigan,MI,4341909,4274673,6990822,0.02,"39,113",0,0,"39,113","6,783,929",0.64,0.62
1992,Minnesota,MN,2355796,2347948,3298080,0.02,"3,822","72,938","1,901","42,192","3,186,628",0.74,0.71
1992,Mississippi,MS,1008019,981793,1882100,0.01,"8,905","8,031","2,357","15,278","1,855,529",0.54,0.54
1992,Missouri,MO,,2391565,3880005,0.01,"16,195","32,692","11,671","44,212","3,793,113",,
1992,Montana,MT,417564,410611,599859,0.01,"1,548",0,0,"1,548","593,512",0.70,0.70
1992,Nebraska,NE,744548,737546,1178965,0.02,"2,514","15,386",697,"10,904","1,149,198",0.65,0.63
1992,Nevada,NV,513387,506318,1028056,0.07,"6,049","8,533","3,246","13,562","940,474",0.55,0.50
1992,New Hampshire,NH,545197,537943,833997,0.02,"1,777",0,0,"1,777","813,872",0.67,0.65
1992,New Jersey,NJ,3348312,3343594,6000364,0.08,"22,653","108,093","36,120","112,820","5,401,515",0.62,0.56
1992,New Mexico,NM,590901,569986,1131081,0.04,"3,271","6,921","1,331","8,063","1,073,250",0.55,0.52
1992,New York,NY,7068630,6926925,13799670,0.11,"61,736",0,"50,004","111,740","12,225,165",0.58,0.51
1992,North Carolina,NC,,2611850,5259564,0.02,"20,454","86,371","14,415","78,055","5,076,318",,
1992,North Dakota,ND,315199,308133,467130,0.01,477,0,0,477,"462,449",0.68,0.67
1992,Ohio,OH,5043094,4939967,8208502,0.01,"38,378",0,0,"38,378","8,063,413",0.63,0.61
1992,Oklahoma,OK,1455635,1390359,2366029,0.02,"14,821","25,902","2,758","30,530","2,292,910",0.63,0.62
1992,Oregon,OR,1498959,1462643,2241507,0.04,"6,583",0,0,"6,583","2,145,264",0.70,0.67
1992,Pennsylvania,PA,,4949810,9188416,0.02,"24,974",0,0,"24,974","9,007,239",,
1992,Rhode Island,RI,,453471,779266,0.06,"2,775","15,585",483,"11,051","721,459",,
1992,South Carolina,SC,1234712,1202527,2683852,0.01,"18,643","35,587","5,325","41,762","2,609,884",0.47,0.46
1992,South Dakota,SD,,336254,508841,0.01,"1,487",0,0,"1,487","503,792",,
1992,Tennessee,TN,,1982638,3811036,0.01,"11,849","38,614","11,819","42,975","3,726,140",,
1992,Texas,TX,,6154018,12747860,0.08,"60,467","360,702","121,141","361,959","11,353,324",,
1992,Utah,UT,784988,743999,1203861,0.03,0,0,0,0,"1,162,930",0.68,0.65
1992,Vermont,VT,292797,289701,426860,0.02,0,0,0,0,"419,603",0.70,0.69
1992,Virginia,VA,,2558665,4856799,0.04,"21,199","23,510","11,372","44,326","4,623,058",,
1992,Washington,WA,2324907,2288230,3827227,0.05,"9,959","103,837","7,850","69,728","3,577,619",0.65,0.61
1992,West Virginia,WV,,683762,1377282,0.01,"1,674","5,688",988,"5,506","1,364,890",,
1992,Wisconsin,WI,,2531114,3712414,0.02,"8,191","40,424","5,560","33,963","3,619,052",,
1992,Wyoming,WY,203602,200617,331170,0.01,"1,063","3,310",404,"3,122","324,405",0.63,0.61
1990,Alabama,AL,,1215889,3012797,0.01,"15,665","27,686","5,970","35,478","2,956,229",,
1990,Alaska,AK,197540,194750,379863,0.03,"2,622","3,599",568,"4,990","364,237",0.54,0.52
1990,Arizona,AZ,1094735,1055406,2705468,0.06,"14,861","30,397","2,711","32,771","2,523,896",0.43,0.40
1990,Arkansas,AR,,696209,1742746,0.01,"7,322","15,983","3,971","19,285","1,711,262",,
1990,California,CA,7899131,7699420,22061053,0.17,"97,309",0,"67,562","164,871","18,145,803",0.44,0.36
1990,Colorado,CO,1046139,1022027,2447513,0.03,"7,671",0,"2,396","10,067","2,366,468",0.44,0.43
1990,Connecticut,CT,1159361,1141101,2538398,0.05,"10,500","46,640",291,"34,111","2,384,982",0.49,0.46
1990,Delaware,DE,183977,180152,507016,0.02,"3,471","12,223","1,283","10,866","486,517",0.38,0.36
1990,District of Columbia,DC,171677,169066,489808,0.08,"9,947",0,0,"9,947","441,656",0.39,0.35
1990,Florida,FL,,3530871,10137720,0.08,"44,387","210,781","2,064","151,842","9,144,447",,
1990,Georgia,GA,,1449652,4803269,0.02,"22,411","134,840","22,646","112,477","4,589,923",,
1990,Hawaii,HI,354144,349666,838633,0.08,"2,533",0,0,"2,533","770,687",0.46,0.42
1990,Idaho,ID,328340,320610,707535,0.02,"1,961",0,0,"1,961","690,008",0.48,0.46
1990,Illinois,IL,3420720,3257410,8535069,0.06,"27,516",0,0,"27,516","8,029,589",0.43,0.40
1990,Indiana,IN,1566371,1502687,4135602,0.01,"12,736",0,0,"12,736","4,081,510",0.38,0.38
1990,Iowa,IA,1004908,983933,2065490,0.01,"3,967","13,895","2,111","13,026","2,031,809",0.49,0.49
1990,Kansas,KS,805251,786096,1821368,0.02,"5,775",0,0,"5,775","1,782,808",0.45,0.44
1990,Kentucky,KY,,916010,2755670,0.01,"9,023","7,482","3,183","15,947","2,723,189",,
1990,Louisiana,LA,,1396113,3020682,0.01,"18,599",0,0,"18,599","2,959,793",,
1990,Maine,ME,,522181,924839,0.02,0,0,0,0,"910,966",,
1990,Maryland,MD,1170867,1111088,3632477,0.05,"17,848","82,898","11,192","70,489","3,398,527",0.34,0.32
1990,Massachusetts,MA,2424579,2341990,4660342,0.06,0,0,0,0,"4,385,382",0.55,0.52
1990,Michigan,MI,2641649,2564563,6872954,0.02,"34,267",0,0,"34,267","6,694,355",0.39,0.38
1990,Minnesota,MN,1843104,1806777,3225335,0.02,"3,176","59,323","1,873","34,711","3,135,793",0.59,0.57
1990,Mississippi,MS,,368502,1850099,0.01,"8,375","8,221","3,478","15,964","1,824,885",,
1990,Missouri,MO,,1352552,3821136,0.01,"14,943","42,322","9,196","45,300","3,741,446",,
1990,Montana,MT,326652,319336,579158,0.01,"1,425",0,0,"1,425","573,100",0.57,0.56
1990,Nebraska,NE,604195,593828,1154859,0.01,"2,403","14,654",632,"10,362","1,131,794",0.53,0.52
1990,Nevada,NV,325959,320743,926572,0.06,"5,322","7,700","2,850","12,022","858,029",0.38,0.35
1990,New Hampshire,NH,307700,294819,832887,0.02,"1,342",0,0,"1,342","814,887",0.38,0.37
1990,New Jersey,NJ,1998894,1938454,5951541,0.07,"21,128","72,341","23,298","80,597","5,430,530",0.37,0.34
1990,New Mexico,NM,429509,411236,1076522,0.04,"3,187","6,294","1,224","7,558","1,026,980",0.42,0.40
1990,New York,NY,4290261,4056896,13742688,0.10,"54,895",0,"42,837","97,732","12,270,687",0.35,0.31
1990,North Carolina,NC,,2069585,5073437,0.01,"18,411","77,829","9,883","67,209","4,940,273",,
1990,North Dakota,ND,240301,233973,465851,0.01,483,0,0,483,"461,641",0.52,0.52
1990,Ohio,OH,3620469,3477650,8103382,0.01,"31,822",0,0,"31,822","7,974,319",0.45,0.45
1990,Oklahoma,OK,929639,911314,2313340,0.02,"12,285","24,411","3,236","27,727","2,250,913",0.41,0.40
1990,Oregon,OR,1133125,1112847,2137314,0.03,"6,492",0,0,"6,492","2,058,153",0.55,0.53
1990,Pennsylvania,PA,,3052760,9120122,0.02,"22,290",0,0,"22,290","8,961,030",,
1990,Rhode Island,RI,375188,364052,780448,0.06,"2,392","15,366",321,"10,396","724,786",0.52,0.48
1990,South Carolina,SC,793614,760965,2598170,0.01,"17,319","32,287","3,543","37,006","2,537,780",0.31,0.31
1990,South Dakota,SD,,258976,499072,0.01,"1,341",0,0,"1,341","494,737",,
1990,Tennessee,TN,,790441,3693970,0.01,"10,388","32,719","11,327","38,075","3,626,343",,
1990,Texas,TX,,3892746,12232761,0.07,"50,042","308,357","109,726","313,947","11,038,055",,
1990,Utah,UT,457983,442213,1116922,0.03,0,0,0,0,"1,085,648",0.42,0.41
1990,Vermont,VT,217384,211422,422130,0.02,0,0,0,0,"415,376",0.52,0.52
1990,Virginia,VA,,1152854,4715129,0.04,"17,593","21,303","9,048","37,293","4,512,806",,
1990,Washington,WA,1362651,1313217,3634031,0.04,"7,995","84,817","9,615","60,019","3,421,383",0.40,0.38
1990,West Virginia,WV,,404305,1358773,0.00,"1,565","5,059","1,000","5,095","1,348,243",,
1990,Wisconsin,WI,,1379727,3617625,0.01,"7,465","29,370","4,099","26,249","3,540,729",,
1990,Wyoming,WY,164309,160109,319255,0.01,"1,110","2,980",313,"2,913","312,830",0.53,0.51
1988,Alabama,AL,,1378476,2949934,0.01,"12,610","25,301","4,701","29,962","2,902,272",,
1988,Alaska,AK,203433,200116,369260,0.03,"2,588","2,994",498,"4,583","355,076",0.57,0.55
1988,Arizona,AZ,1204169,1171873,2609995,0.05,"12,095","25,446","1,669","26,487","2,453,008",0.49,0.46
1988,Arkansas,AR,,827738,1717388,0.01,"5,519","15,931","3,840","17,325","1,689,759",,
1988,California,CA,10194539,9887065,21249801,0.16,"76,171",0,"49,364","125,535","17,745,548",0.57,0.48
1988,Colorado,CO,1416265,1372394,2396786,0.03,"5,765",0,"1,743","7,508","2,326,962",0.61,0.59
1988,Connecticut,CT,1461962,1443394,2525021,0.05,"8,005","46,086",371,"31,419","2,379,976",0.61,0.58
1988,Delaware,DE,254973,249891,489696,0.02,"3,197","9,576","1,093","9,078","472,293",0.54,0.52
1988,District of Columbia,DC,197135,192877,502362,0.07,"8,831",0,"3,949","12,780","453,412",0.43,0.39
1988,Florida,FL,,4302313,9651236,0.08,"34,732","165,475","2,562","120,032","8,778,408",,
1988,Georgia,GA,,1809672,4631342,0.02,"18,787","121,559","11,308","90,875","4,461,734",,
1988,Hawaii,HI,368567,354461,803568,0.08,"2,300",0,0,"2,300","740,197",0.50,0.46
1988,Idaho,ID,421213,408968,682522,0.02,"1,581",0,0,"1,581","667,291",0.63,0.62
1988,Illinois,IL,4697192,4559120,8410414,0.05,"21,081",0,0,"21,081","7,951,991",0.59,0.56
1988,Indiana,IN,2222811,2168621,4045785,0.01,"11,406",0,0,"11,406","3,997,967",0.56,0.55
1988,Iowa,IA,1240854,1225614,2052326,0.01,"3,034","13,099","1,945","11,529","2,022,326",0.61,0.60
1988,Kansas,KS,,993044,1808604,0.02,"5,817",0,0,"5,817","1,773,849",,
1988,Kentucky,KY,,1322517,2709782,0.01,"7,119","7,398","3,443","14,261","2,679,262",,
1988,Louisiana,LA,,1628202,3005785,0.01,"16,242",0,"7,387","23,629","2,940,075",,
1988,Maine,ME,,555035,901850,0.02,0,0,0,0,"888,322",,
1988,Maryland,MD,1747350,1714358,3535730,0.04,"14,276","78,619","9,225","62,811","3,324,418",0.53,0.49
1988,Massachusetts,MA,2689857,2632801,4642061,0.06,0,0,0,0,"4,386,748",0.61,0.58
1988,Michigan,MI,3745751,3669163,6773776,0.02,"27,612",0,0,"27,612","6,610,688",0.57,0.55
1988,Minnesota,MN,2125119,2096790,3166668,0.02,"2,799","56,901","1,639","32,889","3,086,279",0.69,0.67
1988,Mississippi,MS,,931527,1815826,0.01,"7,384","6,854","3,177","13,988","1,792,759",,
1988,Missouri,MO,,2093713,3769751,0.01,"12,176","42,728","7,207","40,747","3,695,076",,
1988,Montana,MT,378981,365674,573791,0.01,"1,272",0,0,"1,272","567,929",0.67,0.66
1988,Nebraska,NE,678669,661465,1144305,0.01,"2,156","11,411",447,"8,309","1,125,697",0.60,0.59
1988,Nevada,NV,354261,350067,823940,0.06,"4,881","7,032","2,100","10,497","768,126",0.46,0.43
1988,New Hampshire,NH,462503,451074,817358,0.02,"1,019",0,0,"1,019","800,809",0.58,0.57
1988,New Jersey,NJ,3102502,3099553,5904776,0.07,"16,936","57,903","18,463","64,351","5,432,995",0.57,0.53
1988,New Mexico,NM,535694,521287,1046754,0.04,"2,825","5,312","1,230","6,711","1,002,360",0.53,0.51
1988,New York,NY,6636310,6485683,13659215,0.09,"44,560",0,"33,962","78,522","12,296,727",0.54,0.49
1988,North Carolina,NC,,2134370,4903045,0.01,"17,078","67,164","6,191","56,851","4,792,261",,
1988,North Dakota,ND,309100,297261,470652,0.01,466,0,0,466,"466,891",0.66,0.66
1988,Ohio,OH,4505284,4393585,7986220,0.01,"26,462",0,0,"26,462","7,871,910",0.57,0.56
1988,Oklahoma,OK,1192815,1171036,2300258,0.01,"10,448","23,341","1,455","23,574","2,246,781",0.53,0.52
1988,Oregon,OR,1235199,1201694,2055379,0.03,"5,991",0,"3,790","9,781","1,981,881",0.62,0.60
1988,Pennsylvania,PA,,4536251,9037056,0.01,"17,900",0,0,"17,900","8,892,637",,
1988,Rhode Island,RI,415963,404620,771407,0.06,"1,906","9,824",442,"7,260","721,720",0.58,0.54
1988,South Carolina,SC,1041846,986009,2504635,0.01,"13,888","26,260","3,626","30,644","2,453,954",0.42,0.42
1988,South Dakota,SD,,312991,497633,0.01,"1,020",0,0,"1,020","494,125",,
1988,Tennessee,TN,,1636250,3609081,0.01,"7,732","28,282","9,529","31,402","3,552,415",,
1988,Texas,TX,,5427410,11877787,0.07,"40,437","288,906","77,827","262,717","10,831,136",,
1988,Utah,UT,661546,647008,1069800,0.03,0,0,0,0,"1,043,055",0.63,0.62
1988,Vermont,VT,270148,243328,411136,0.02,0,0,0,0,"404,969",0.67,0.66
1988,Virginia,VA,,2191609,4571637,0.03,"14,184","17,945","6,576","29,733","4,395,612",,
1988,Washington,WA,1923043,1865253,3465082,0.04,"5,816","64,257","10,745","48,690","3,281,254",0.59,0.56
1988,West Virginia,WV,,653311,1358249,0.00,"1,455","4,811",807,"4,668","1,348,148",,
1988,Wisconsin,WI,,2191608,3558322,0.01,"6,353","26,305","4,128","23,634","3,488,430",,
1988,Wyoming,WY,186417,176551,320695,0.01,945,"2,186",333,"2,371","315,117",0.59,0.58
1986,Alabama,AL,,1236230,2911819,0.01,"11,710","21,371","3,038","25,434","2,868,914",,
1986,Alaska,AK,182526,180801,364871,0.03,"2,460","2,885",119,"4,022","351,727",0.52,0.50
1986,Arizona,AZ,889668,866984,2452624,0.05,"9,434","20,283","2,034","21,610","2,318,193",0.38,0.36
1986,Arkansas,AR,,695487,1706578,0.01,"4,701","12,700","4,023","15,074","1,681,265",,
1986,California,CA,7617142,7443551,20222886,0.15,"59,484",0,"33,172","92,656","17,157,466",0.44,0.38
1986,Colorado,CO,1096867,1060765,2372880,0.02,"3,804",0,"1,827","5,631","2,310,300",0.47,0.46
1986,Connecticut,CT,1025605,993692,2479722,0.04,"6,905","41,304",603,"28,160","2,344,934",0.44,0.41
1986,Delaware,DE,165563,160757,470828,0.02,"2,833","7,985",978,"7,804","455,491",0.36,0.35
1986,District of Columbia,DC,134158,131802,508553,0.07,"6,618",0,"2,980","9,598","465,899",0.29,0.26
1986,Florida,FL,,3429996,9158241,0.07,"32,237","139,859","3,478","105,645","8,384,044",,
1986,Georgia,GA,,1224948,4450093,0.02,"16,922","109,485","10,421","82,086","4,301,256",,
1986,Hawaii,HI,344416,334115,775534,0.08,"2,180",0,0,"2,180","715,189",0.48,0.44
1986,Idaho,ID,392909,387426,677205,0.02,"1,448",0,0,"1,448","662,890",0.59,0.58
1986,Illinois,IL,3322657,3144185,8343755,0.05,"19,456",0,0,"19,456","7,915,455",0.42,0.40
1986,Indiana,IN,1619005,1555505,3990379,0.01,"10,175",0,0,"10,175","3,944,291",0.41,0.41
1986,Iowa,IA,922094,910623,2049547,0.01,"2,777","12,584","1,929","10,998","2,020,103",0.46,0.45
1986,Kansas,KS,,840605,1788426,0.02,"5,345",0,0,"5,345","1,756,255",,
1986,Kentucky,KY,,677280,2687605,0.01,"5,288","6,841","3,370","12,079","2,662,088",,
1986,Louisiana,LA,,1369897,3069021,0.01,"14,300",0,0,"14,300","3,014,824",,
1986,Maine,ME,,426861,870604,0.01,0,0,0,0,"858,416",,
1986,Maryland,MD,1161136,1112637,3401061,0.04,"13,326","69,134","7,494","55,387","3,216,434",0.36,0.34
1986,Massachusetts,MA,1777276,1684079,4560556,0.05,0,0,0,0,"4,327,968",0.41,0.39
1986,Michigan,MI,2468009,2396564,6674856,0.02,"20,742",0,0,"20,742","6,520,617",0.38,0.37
1986,Minnesota,MN,1456579,1415989,3089544,0.01,"2,462","38,901","1,437","23,350","3,022,940",0.48,0.47
1986,Mississippi,MS,,523563,1804699,0.01,"6,747","6,458","3,454","13,430","1,782,246",,
1986,Missouri,MO,,1477327,3717988,0.01,"10,309","33,819","5,229","32,448","3,655,796",,
1986,Montana,MT,326436,317862,577604,0.01,"1,111",0,0,"1,111","571,872",0.57,0.57
1986,Nebraska,NE,577916,564422,1141336,0.01,"2,044","11,265",304,"7,981","1,123,083",0.51,0.51
1986,Nevada,NV,264365,261932,747283,0.05,"4,551","5,518","1,529","8,839","700,333",0.38,0.35
1986,New Hampshire,NH,257410,250966,775686,0.02,782,0,0,782,"760,166",0.34,0.33
1986,New Jersey,NJ,1639330,1553544,5819614,0.06,"12,020","51,359","14,064","51,764","5,395,395",0.30,0.28
1986,New Mexico,NM,408621,394833,1026160,0.03,"2,416","4,175","1,147","5,651","987,672",0.41,0.40
1986,New York,NY,4481718,4293971,13512043,0.09,"38,449",0,"29,325","67,774","12,268,721",0.37,0.33
1986,North Carolina,NC,,1591330,4749053,0.01,"17,698","58,644","3,322","50,342","4,651,220",,
1986,North Dakota,ND,295177,289013,477812,0.01,421,0,0,421,"474,046",0.62,0.62
1986,Ohio,OH,3628870,3121189,7891503,0.01,"22,463",0,0,"22,463","7,782,233",0.47,0.46
1986,Oklahoma,OK,934447,909925,2343190,0.01,"9,708","22,740","1,670","22,748","2,289,981",0.41,0.40
1986,Oregon,OR,1088140,1059630,1990233,0.03,"4,770",0,0,"4,770","1,929,736",0.56,0.55
1986,Pennsylvania,PA,,3388275,8955720,0.01,"15,201",0,0,"15,201","8,824,095",,
1986,Rhode Island,RI,322724,305663,756297,0.05,"1,358","8,174",453,"5,898","711,072",0.45,0.43
1986,South Carolina,SC,763493,753751,2437430,0.01,"11,676","21,110","3,066","25,297","2,392,634",0.32,0.31
1986,South Dakota,SD,,295830,495833,0.01,"1,081",0,0,"1,081","492,273",,
1986,Tennessee,TN,,1210339,3532177,0.01,"7,591","26,291","8,600","29,337","3,478,115",,
1986,Texas,TX,,3442368,11732625,0.06,"38,534","290,074","57,509","241,080","10,787,588",,
1986,Utah,UT,445499,435111,1049339,0.02,0,0,0,0,"1,024,155",0.44,0.42
1986,Vermont,VT,211709,196716,396034,0.02,0,0,0,0,"389,697",0.54,0.53
1986,Virginia,VA,,1233611,4394143,0.03,"12,930","17,126","5,767","27,260","4,239,453",,
1986,Washington,WA,1358160,1337367,3310457,0.04,"6,603","49,663","7,666","39,101","3,152,180",0.43,0.41
1986,West Virginia,WV,449249,410131,1380916,0.00,"1,472","4,241",968,"4,561","1,370,831",0.33,0.33
1986,Wisconsin,WI,,1526960,3495584,0.01,"5,736","24,648","3,854","21,914","3,431,723",,
1986,Wyoming,WY,168615,164720,334385,0.01,861,"1,840",337,"2,118","328,923",0.51,0.50
1984,Alabama,AL,,1441713,2867180,0.01,"10,482","16,338","2,194","20,845","2,831,999",,
1984,Alaska,AK,213173,207605,354410,0.02,"1,967","2,064",147,"3,146","343,113",0.62,0.60
1984,Arizona,AZ,1051339,1025897,2263826,0.04,"7,845","16,687","1,660","17,849","2,150,896",0.49,0.46
1984,Arkansas,AR,,884406,1689480,0.01,"4,482","8,238","3,463","12,064","1,668,969",,
1984,California,CA,9796375,9505423,19270739,0.13,"43,197",0,"30,645","73,842","16,614,618",0.59,0.51
1984,Colorado,CO,1343437,1295380,2325829,0.02,"3,231",0,"1,709","4,940","2,267,395",0.59,0.58
1984,Connecticut,CT,1490946,1466900,2431057,0.04,"5,718","46,681",868,"29,927","2,301,457",0.65,0.61
1984,Delaware,DE,258182,254572,455312,0.02,"2,202","6,373",830,"6,219","442,263",0.58,0.57
1984,District of Columbia,DC,219193,211288,505550,0.06,"4,521",0,0,"4,521","471,707",0.46,0.43
1984,Florida,FL,,4180051,8656427,0.07,"26,914","118,318","5,661","91,734","7,976,056",,
1984,Georgia,GA,,1776120,4243165,0.01,"15,404","90,057","7,246","67,679","4,120,325",,
1984,Hawaii,HI,349253,335846,750909,0.07,"1,965",0,0,"1,965","694,128",0.50,0.47
1984,Idaho,ID,421935,411144,675772,0.02,"1,253",0,0,"1,253","663,031",0.64,0.62
1984,Illinois,IL,4969352,4819088,8327065,0.05,"17,114",0,0,"17,114","7,918,579",0.63,0.60
1984,Indiana,IN,2268493,2233069,3960870,0.01,"9,328",0,0,"9,328","3,915,894",0.58,0.57
1984,Iowa,IA,1339886,1319805,2084995,0.01,"2,836","11,924","1,662","10,460","2,057,855",0.65,0.64
1984,Kansas,KS,,1021991,1779487,0.01,"4,244",0,0,"4,244","1,752,110",,
1984,Kentucky,KY,,1369345,2672424,0.01,"4,820","15,004","3,567","15,889","2,643,173",,
1984,Louisiana,LA,,1706822,3072074,0.01,"13,659",0,0,"13,659","3,018,478",,
1984,Maine,ME,,553144,852022,0.01,0,0,0,0,"840,094",,
1984,Maryland,MD,1695924,1675873,3278321,0.03,"13,124","64,827","7,046","52,584","3,114,274",0.54,0.52
1984,Massachusetts,MA,2595054,2559453,4486676,0.05,0,0,0,0,"4,271,316",0.61,0.58
1984,Michigan,MI,3884854,3801658,6550877,0.02,"14,604",0,0,"14,604","6,405,255",0.61,0.59
1984,Minnesota,MN,2115317,2084449,3039490,0.01,"2,167","31,440","1,418","19,305","2,980,672",0.71,0.70
1984,Mississippi,MS,,941104,1787243,0.01,"6,115","6,570","3,108","12,508","1,765,799",,
1984,Missouri,MO,,2122783,3671506,0.01,"8,770","23,574","4,366","24,923","3,617,211",,
1984,Montana,MT,395006,384377,584162,0.01,964,0,0,964,"579,109",0.68,0.68
1984,Nebraska,NE,670781,652090,1152310,0.01,"1,665","10,763",361,"7,408","1,134,531",0.59,0.58
1984,Nevada,NV,294413,286667,697185,0.05,"3,488","5,226","1,187","7,288","657,129",0.45,0.42
1984,New Hampshire,NH,406608,388904,732480,0.02,581,0,0,581,"718,714",0.57,0.56
1984,New Jersey,NJ,3215941,3217862,5699440,0.06,"10,363","44,208","12,206","44,673","5,318,500",0.60,0.56
1984,New Mexico,NM,522328,514370,990632,0.03,"2,129","3,926","1,194","5,286","956,618",0.55,0.53
1984,New York,NY,7000828,6806810,13373558,0.08,"33,109",0,"24,212","57,321","12,232,979",0.57,0.52
1984,North Carolina,NC,,2175361,4598151,0.01,"16,371","52,600","3,892","46,563","4,510,205",,
